Range_Series,BodyType,ManufacturerID,Odometer,Year,Engine,FuelType,InvoiceAmount
RANGER,Ute / Tray,FO,37404,2020,"5 cyl, 3.2 L",Diesel,52988
RANGER,Ute / Tray,FO,39576,2018,"5 cyl, 3.2 L",Diesel,51990
RANGER,Ute / Tray,FO,45460,2021,"5 cyl, 3.2 L",Diesel,60990
RANGER,Ute / Tray,FO,45837,2019,"5 cyl, 3.2 L",Diesel,47990
RANGER,Ute / Tray,FO,56459,2019,"5 cyl, 3.2 L",Diesel,43990
RANGER,Ute / Tray,FO,60125,2019,"5 cyl, 3.2 L",Diesel,50695
RANGER,Ute / Tray,FO,60456,2016,"5 cyl, 3.2 L",Diesel,44990
RANGER,Ute / Tray,FO,62286,2016,"5 cyl, 3.2 L",Diesel,48990
RANGER,Ute / Tray,FO,65078,2018,"5 cyl, 3.2 L",Diesel,57990
RANGER,Ute / Tray,FO,66131,2018,"5 cyl, 3.2 L",Diesel,43990
RANGER,Ute / Tray,FO,66204,2020,"5 cyl, 3.2 L",Diesel,54990
RANGER,Ute / Tray,FO,67386,2018,"5 cyl, 3.2 L",Diesel,39990
RANGER,Ute / Tray,FO,69655,2017,"5 cyl, 3.2 L",Diesel,48990
RANGER,Ute / Tray,FO,71920,2020,"5 cyl, 3.2 L",Diesel,52800
RANGER,Ute / Tray,FO,72367,2019,"5 cyl, 3.2 L",Diesel,55385
RANGER,Ute / Tray,FO,73491,2020,"5 cyl, 3.2 L",Diesel,41980
RANGER,Ute / Tray,FO,75228,2015,"5 cyl, 3.2 L",Diesel,44990
RANGER,Ute / Tray,FO,78806,2018,"5 cyl, 3.2 L",Diesel,51990
RANGER,Ute / Tray,FO,79000,2017,"5 cyl, 3.2 L",Diesel,53990
RANGER,Ute / Tray,FO,79574,2017,"5 cyl, 3.2 L",Diesel,34300
RANGER,Ute / Tray,FO,79671,2020,"5 cyl, 3.2 L",Diesel,51992
RANGER,Ute / Tray,FO,79968,2020,"5 cyl, 3.2 L",Diesel,42990
RANGER,Ute / Tray,FO,80155,2016,"5 cyl, 3.2 L",Diesel,49990
RANGER,Ute / Tray,FO,80630,2018,"5 cyl, 3.2 L",Diesel,53990
RANGER,Ute / Tray,FO,80986,2014,"5 cyl, 3.2 L",Diesel,35999
RANGER,Ute / Tray,FO,84298,2017,"5 cyl, 3.2 L",Diesel,46990
RANGER,Ute / Tray,FO,84305,2017,"5 cyl, 3.2 L",Diesel,44990
RANGER,Ute / Tray,FO,84841,2016,"5 cyl, 3.2 L",Diesel,31999
RANGER,Ute / Tray,FO,85220,2016,"5 cyl, 3.2 L",Diesel,49999
RANGER,Ute / Tray,FO,85431,2019,"5 cyl, 3.2 L",Diesel,49990
RANGER,Ute / Tray,FO,85550,2019,"5 cyl, 3.2 L",Diesel,53990
RANGER,Ute / Tray,FO,86285,2017,"5 cyl, 3.2 L",Diesel,41990
RANGER,Ute / Tray,FO,86572,2018,"5 cyl, 3.2 L",Diesel,42990
RANGER,Ute / Tray,FO,86782,2021,"5 cyl, 3.2 L",Diesel,57887
RANGER,Ute / Tray,FO,87468,2017,"5 cyl, 3.2 L",Diesel,50990
RANGER,Ute / Tray,FO,88001,2017,"5 cyl, 3.2 L",Diesel,43490
RANGER,Ute / Tray,FO,88961,2016,"5 cyl, 3.2 L",Diesel,38990
RANGER,Ute / Tray,FO,89111,2018,"5 cyl, 3.2 L",Diesel,45498
RANGER,Ute / Tray,FO,90344,2019,"5 cyl, 3.2 L",Diesel,45990
RANGER,Ute / Tray,FO,90757,2018,"5 cyl, 3.2 L",Diesel,47980
RANGER,Ute / Tray,FO,91873,2020,"5 cyl, 3.2 L",Diesel,40980
RANGER,Ute / Tray,FO,93400,2018,"5 cyl, 3.2 L",Diesel,44990
RANGER,Ute / Tray,FO,93439,2019,"5 cyl, 3.2 L",Diesel,47120
RANGER,Ute / Tray,FO,94195,2018,"5 cyl, 3.2 L",Diesel,43975
RANGER,Ute / Tray,FO,95104,2015,"5 cyl, 3.2 L",Diesel,36895
RANGER,Ute / Tray,FO,95328,2018,"5 cyl, 3.2 L",Diesel,47988
RANGER,Ute / Tray,FO,95696,2017,"5 cyl, 3.2 L",Diesel,35999
RANGER,Ute / Tray,FO,96684,2018,"5 cyl, 3.2 L",Diesel,49888
RANGER,Ute / Tray,FO,96852,2019,"5 cyl, 3.2 L",Diesel,46990
RANGER,Ute / Tray,FO,96954,2017,"5 cyl, 3.2 L",Diesel,48888
RANGER,Ute / Tray,FO,97757,2017,"5 cyl, 3.2 L",Diesel,44990
RANGER,Ute / Tray,FO,97873,2018,"5 cyl, 3.2 L",Diesel,43499
RANGER,Ute / Tray,FO,98218,2017,"5 cyl, 3.2 L",Diesel,37913
RANGER,Ute / Tray,FO,98700,2016,"5 cyl, 3.2 L",Diesel,36999
RANGER,Ute / Tray,FO,98772,2016,"5 cyl, 3.2 L",Diesel,47990
RANGER,Ute / Tray,FO,99298,2016,"5 cyl, 3.2 L",Diesel,41990
RANGER,Ute / Tray,FO,99884,2017,"5 cyl, 3.2 L",Diesel,46990
RANGER,Ute / Tray,FO,100000,2016,"5 cyl, 3.2 L",Diesel,37800
RANGER,Ute / Tray,FO,101066,2018,"5 cyl, 3.2 L",Diesel,46888
RANGER,Ute / Tray,FO,101158,2018,"5 cyl, 3.2 L",Diesel,36999
RANGER,Ute / Tray,FO,102802,2019,"5 cyl, 3.2 L",Diesel,38990
RANGER,Ute / Tray,FO,105489,2018,"5 cyl, 3.2 L",Diesel,42990
RANGER,Ute / Tray,FO,105507,2016,"5 cyl, 3.2 L",Diesel,32800
RANGER,Ute / Tray,FO,105717,2016,"5 cyl, 3.2 L",Diesel,37990
RANGER,Ute / Tray,FO,105765,2019,"5 cyl, 3.2 L",Diesel,44990
RANGER,Ute / Tray,FO,106441,2018,"5 cyl, 3.2 L",Diesel,46950
RANGER,Ute / Tray,FO,108412,2015,"5 cyl, 3.2 L",Diesel,38990
RANGER,Ute / Tray,FO,108767,2017,"5 cyl, 3.2 L",Diesel,29999
RANGER,Ute / Tray,FO,109818,2020,"5 cyl, 3.2 L",Diesel,41950
RANGER,Ute / Tray,FO,110050,2018,"5 cyl, 3.2 L",Diesel,36996
RANGER,Ute / Tray,FO,110585,2018,"5 cyl, 3.2 L",Diesel,48888
RANGER,Ute / Tray,FO,113991,2016,"5 cyl, 3.2 L",Diesel,41990
RANGER,Ute / Tray,FO,114005,2019,"5 cyl, 3.2 L",Diesel,48905
RANGER,Ute / Tray,FO,115666,2017,"5 cyl, 3.2 L",Diesel,39888
RANGER,Ute / Tray,FO,115822,2018,"5 cyl, 3.2 L",Diesel,49900
RANGER,Ute / Tray,FO,116101,2016,"5 cyl, 3.2 L",Diesel,47990
RANGER,Ute / Tray,FO,118269,2019,"5 cyl, 3.2 L",Diesel,49990
RANGER,Ute / Tray,FO,118786,2015,"5 cyl, 3.2 L",Diesel,37990
RANGER,Ute / Tray,FO,120000,2018,"5 cyl, 3.2 L",Diesel,41990
RANGER,Ute / Tray,FO,120075,2019,"5 cyl, 3.2 L",Diesel,38495
RANGER,Ute / Tray,FO,121100,2015,"5 cyl, 3.2 L",Diesel,34999
RANGER,Ute / Tray,FO,121605,2015,"5 cyl, 3.2 L",Diesel,38995
RANGER,Ute / Tray,FO,124000,2014,"5 cyl, 3.2 L",Diesel,35780
RANGER,Ute / Tray,FO,130284,2017,"5 cyl, 3.2 L",Diesel,33990
RANGER,Ute / Tray,FO,130525,2017,"5 cyl, 3.2 L",Diesel,30980
RANGER,Ute / Tray,FO,131335,2017,"5 cyl, 3.2 L",Diesel,52999
RANGER,Ute / Tray,FO,131466,2017,"5 cyl, 3.2 L",Diesel,41490
RANGER,Ute / Tray,FO,131554,2019,"5 cyl, 3.2 L",Diesel,50705
RANGER,Ute / Tray,FO,131953,2016,"5 cyl, 3.2 L",Diesel,34995
RANGER,Ute / Tray,FO,132238,2015,"5 cyl, 3.2 L",Diesel,35990
RANGER,Ute / Tray,FO,132249,2019,"5 cyl, 3.2 L",Diesel,48800
RANGER,Ute / Tray,FO,132795,2017,"5 cyl, 3.2 L",Diesel,45990
RANGER,Ute / Tray,FO,133168,2013,"5 cyl, 3.2 L",Diesel,26990
RANGER,Ute / Tray,FO,134266,2019,"5 cyl, 3.2 L",Diesel,37990
RANGER,Ute / Tray,FO,134586,2017,"5 cyl, 3.2 L",Diesel,37990
RANGER,Ute / Tray,FO,137227,2017,"5 cyl, 3.2 L",Diesel,33990
RANGER,Ute / Tray,FO,137497,2016,"5 cyl, 3.2 L",Diesel,36999
RANGER,Ute / Tray,FO,137897,2017,"5 cyl, 3.2 L",Diesel,42888
RANGER,Ute / Tray,FO,138989,2018,"5 cyl, 3.2 L",Diesel,37990
RANGER,Ute / Tray,FO,140286,2018,"5 cyl, 3.2 L",Diesel,30990
RANGER,Ute / Tray,FO,140644,2018,"5 cyl, 3.2 L",Diesel,51990
RANGER,Ute / Tray,FO,141000,2013,"5 cyl, 3.2 L",Diesel,36000
RANGER,Ute / Tray,FO,141035,2018,"5 cyl, 3.2 L",Diesel,36990
RANGER,Ute / Tray,FO,143738,2017,"5 cyl, 3.2 L",Diesel,42990
RANGER,Ute / Tray,FO,143738,2018,"5 cyl, 3.2 L",Diesel,49990
RANGER,Ute / Tray,FO,144410,2016,"5 cyl, 3.2 L",Diesel,45888
RANGER,Ute / Tray,FO,146199,2017,"5 cyl, 3.2 L",Diesel,43888
RANGER,Ute / Tray,FO,146513,2018,"5 cyl, 3.2 L",Diesel,41990
RANGER,Ute / Tray,FO,147103,2016,"5 cyl, 3.2 L",Diesel,31888
RANGER,Ute / Tray,FO,149209,2014,"5 cyl, 3.2 L",Diesel,34990
RANGER,Ute / Tray,FO,149537,2015,"5 cyl, 3.2 L",Diesel,36500
RANGER,Ute / Tray,FO,149884,2019,"5 cyl, 3.2 L",Diesel,44990
RANGER,Ute / Tray,FO,149985,2017,"5 cyl, 3.2 L",Diesel,32995
RANGER,Ute / Tray,FO,150002,2017,"5 cyl, 3.2 L",Diesel,34990
RANGER,Ute / Tray,FO,151974,2019,"5 cyl, 3.2 L",Diesel,35990
RANGER,Ute / Tray,FO,152415,2018,"5 cyl, 3.2 L",Diesel,47990
RANGER,Ute / Tray,FO,152807,2018,"5 cyl, 3.2 L",Diesel,34950
RANGER,Ute / Tray,FO,153850,2015,"5 cyl, 3.2 L",Diesel,29990
RANGER,Ute / Tray,FO,154894,2013,"5 cyl, 3.2 L",Diesel,32950
RANGER,Ute / Tray,FO,155701,2017,"5 cyl, 3.2 L",Diesel,29990
RANGER,Ute / Tray,FO,159175,2018,"5 cyl, 3.2 L",Diesel,45990
RANGER,Ute / Tray,FO,159988,2017,"5 cyl, 3.2 L",Diesel,44990
RANGER,Ute / Tray,FO,162452,2018,"5 cyl, 3.2 L",Diesel,48990
RANGER,Ute / Tray,FO,163415,2017,"5 cyl, 3.2 L",Diesel,38999
RANGER,Ute / Tray,FO,164487,2019,"5 cyl, 3.2 L",Diesel,31999
RANGER,Ute / Tray,FO,164762,2018,"5 cyl, 3.2 L",Diesel,39990
RANGER,Ute / Tray,FO,165000,2013,"5 cyl, 3.2 L",Diesel,20999
RANGER,Ute / Tray,FO,165454,2015,"5 cyl, 3.2 L",Diesel,32888
RANGER,Ute / Tray,FO,165655,2019,"5 cyl, 3.2 L",Diesel,29980
RANGER,Ute / Tray,FO,166220,2019,"5 cyl, 3.2 L",Diesel,34950
RANGER,Ute / Tray,FO,166220,2019,"5 cyl, 3.2 L",Diesel,35999
RANGER,Ute / Tray,FO,167122,2013,"5 cyl, 3.2 L",Diesel,23913
RANGER,Ute / Tray,FO,167746,2016,"5 cyl, 3.2 L",Diesel,32999
RANGER,Ute / Tray,FO,168225,2019,"5 cyl, 3.2 L",Diesel,33999
RANGER,Ute / Tray,FO,169117,2016,"5 cyl, 3.2 L",Diesel,26990
RANGER,Ute / Tray,FO,169188,2019,"5 cyl, 3.2 L",Diesel,35950
RANGER,Ute / Tray,FO,169525,2016,"5 cyl, 3.2 L",Diesel,37990
RANGER,Ute / Tray,FO,170918,2017,"5 cyl, 3.2 L",Diesel,28990
RANGER,Ute / Tray,FO,171500,2019,"5 cyl, 3.2 L",Diesel,43888
RANGER,Ute / Tray,FO,171548,2017,"5 cyl, 3.2 L",Diesel,41990
RANGER,Ute / Tray,FO,172489,2015,"5 cyl, 3.2 L",Diesel,29990
RANGER,Ute / Tray,FO,172946,2013,"5 cyl, 3.2 L",Diesel,26990
RANGER,Ute / Tray,FO,173781,2019,"5 cyl, 3.2 L",Diesel,33990
RANGER,Ute / Tray,FO,176124,2017,"5 cyl, 3.2 L",Diesel,44490
RANGER,Ute / Tray,FO,176856,2020,"5 cyl, 3.2 L",Diesel,39990
RANGER,Ute / Tray,FO,176988,2019,"5 cyl, 3.2 L",Diesel,39990
RANGER,Ute / Tray,FO,177060,2014,"5 cyl, 3.2 L",Diesel,27990
RANGER,Ute / Tray,FO,177422,2014,"5 cyl, 3.2 L",Diesel,22888
RANGER,Ute / Tray,FO,178132,2013,"5 cyl, 3.2 L",Diesel,32990
RANGER,Ute / Tray,FO,178200,2012,"5 cyl, 3.2 L",Diesel,23999
RANGER,Ute / Tray,FO,179317,2018,"5 cyl, 3.2 L",Diesel,29800
RANGER,Ute / Tray,FO,182622,2016,"5 cyl, 3.2 L",Diesel,33990
RANGER,Ute / Tray,FO,184804,2015,"5 cyl, 3.2 L",Diesel,38947
RANGER,Ute / Tray,FO,185119,2019,"5 cyl, 3.2 L",Diesel,38988
RANGER,Ute / Tray,FO,185763,2018,"5 cyl, 3.2 L",Diesel,31999
RANGER,Ute / Tray,FO,187148,2017,"5 cyl, 3.2 L",Diesel,31990
RANGER,Ute / Tray,FO,187296,2016,"5 cyl, 3.2 L",Diesel,37888
RANGER,Ute / Tray,FO,188420,2015,"5 cyl, 3.2 L",Diesel,33990
RANGER,Ute / Tray,FO,189253,2020,"5 cyl, 3.2 L",Diesel,30999
RANGER,Ute / Tray,FO,189538,2013,"5 cyl, 3.2 L",Diesel,23500
RANGER,Ute / Tray,FO,190304,2014,"5 cyl, 3.2 L",Diesel,37750
RANGER,Ute / Tray,FO,190723,2019,"5 cyl, 3.2 L",Diesel,37999
RANGER,Ute / Tray,FO,190896,2017,"5 cyl, 3.2 L",Diesel,27990
RANGER,Ute / Tray,FO,192405,2017,"5 cyl, 3.2 L",Diesel,34990
RANGER,Ute / Tray,FO,194490,2013,"5 cyl, 3.2 L",Diesel,21990
RANGER,Ute / Tray,FO,196114,2017,"5 cyl, 3.2 L",Diesel,36990
RANGER,Ute / Tray,FO,196922,2020,"5 cyl, 3.2 L",Diesel,30999
RANGER,Ute / Tray,FO,197633,2017,"5 cyl, 3.2 L",Diesel,36990
RANGER,Ute / Tray,FO,198000,2016,"5 cyl, 3.2 L",Diesel,35999
RANGER,Ute / Tray,FO,202000,2014,"5 cyl, 3.2 L",Diesel,28997
RANGER,Ute / Tray,FO,205925,2014,"5 cyl, 3.2 L",Diesel,23990
RANGER,Ute / Tray,FO,207949,2017,"5 cyl, 3.2 L",Diesel,22850
RANGER,Ute / Tray,FO,208293,2019,"5 cyl, 3.2 L",Diesel,36950
RANGER,Ute / Tray,FO,209825,2013,"5 cyl, 3.2 L",Diesel,28990
RANGER,Ute / Tray,FO,210604,2014,"5 cyl, 3.2 L",Diesel,28990
RANGER,Ute / Tray,FO,212109,2016,"5 cyl, 3.2 L",Diesel,30990
RANGER,Ute / Tray,FO,213031,2014,"5 cyl, 3.2 L",Diesel,26990
RANGER,Ute / Tray,FO,214634,2014,"5 cyl, 3.2 L",Diesel,27986
RANGER,Ute / Tray,FO,216359,2012,"5 cyl, 3.2 L",Diesel,28990
RANGER,Ute / Tray,FO,219622,2017,"5 cyl, 3.2 L",Diesel,29950
RANGER,Ute / Tray,FO,221150,2017,"5 cyl, 3.2 L",Diesel,33997
RANGER,Ute / Tray,FO,221626,2016,"5 cyl, 3.2 L",Diesel,24990
RANGER,Ute / Tray,FO,223165,2019,"5 cyl, 3.2 L",Diesel,46990
RANGER,Ute / Tray,FO,223750,2015,"5 cyl, 3.2 L",Diesel,27980
RANGER,Ute / Tray,FO,226455,2016,"5 cyl, 3.2 L",Diesel,26000
RANGER,Ute / Tray,FO,226969,2015,"5 cyl, 3.2 L",Diesel,23800
RANGER,Ute / Tray,FO,228294,2015,"5 cyl, 3.2 L",Diesel,28990
RANGER,Ute / Tray,FO,229050,2016,"5 cyl, 3.2 L",Diesel,28990
RANGER,Ute / Tray,FO,229327,2016,"5 cyl, 3.2 L",Diesel,23990
RANGER,Ute / Tray,FO,229445,2015,"5 cyl, 3.2 L",Diesel,29864
RANGER,Ute / Tray,FO,230441,2016,"5 cyl, 3.2 L",Diesel,28880
RANGER,Ute / Tray,FO,231023,2013,"5 cyl, 3.2 L",Diesel,29280
RANGER,Ute / Tray,FO,235654,2012,"5 cyl, 3.2 L",Diesel,17999
RANGER,Ute / Tray,FO,235718,2014,"5 cyl, 3.2 L",Diesel,21990
RANGER,Ute / Tray,FO,239000,2014,"5 cyl, 3.2 L",Diesel,21990
RANGER,Ute / Tray,FO,239092,2014,"5 cyl, 3.2 L",Diesel,26990
RANGER,Ute / Tray,FO,239156,2015,"5 cyl, 3.2 L",Diesel,23750
RANGER,Ute / Tray,FO,240298,2015,"5 cyl, 3.2 L",Diesel,22999
RANGER,Ute / Tray,FO,244296,2015,"5 cyl, 3.2 L",Diesel,31990
RANGER,Ute / Tray,FO,248145,2016,"5 cyl, 3.2 L",Diesel,28999
RANGER,Ute / Tray,FO,250677,2016,"5 cyl, 3.2 L",Diesel,32950
RANGER,Ute / Tray,FO,251200,2012,"5 cyl, 3.2 L",Diesel,21888
RANGER,Ute / Tray,FO,254121,2012,"5 cyl, 3.2 L",Diesel,21990
RANGER,Ute / Tray,FO,254164,2016,"5 cyl, 3.2 L",Diesel,29888
RANGER,Ute / Tray,FO,255307,2013,"5 cyl, 3.2 L",Diesel,27990
RANGER,Ute / Tray,FO,255988,2012,"5 cyl, 3.2 L",Diesel,20995
RANGER,Ute / Tray,FO,259107,2015,"5 cyl, 3.2 L",Diesel,24995
RANGER,Ute / Tray,FO,271216,2015,"5 cyl, 3.2 L",Diesel,26990
RANGER,Ute / Tray,FO,272300,2013,"5 cyl, 3.2 L",Diesel,17990
RANGER,Ute / Tray,FO,274408,2016,"5 cyl, 3.2 L",Diesel,34950
RANGER,Ute / Tray,FO,274676,2016,"5 cyl, 3.2 L",Diesel,29995
RANGER,Ute / Tray,FO,276992,2014,"5 cyl, 3.2 L",Diesel,24990
RANGER,Ute / Tray,FO,277934,2016,"5 cyl, 3.2 L",Diesel,29995
RANGER,Ute / Tray,FO,282575,2013,"5 cyl, 3.2 L",Diesel,19990
RANGER,Ute / Tray,FO,299625,2012,"5 cyl, 3.2 L",Diesel,17800
RANGER,Ute / Tray,FO,306461,2011,"5 cyl, 3.2 L",Diesel,16880
700,Commercial,HI,,2023,"6 cyl, 0 L",Diesel,234156
Prostar,Commercial,IN,,2023,"6 cyl, 0 L",Diesel,314600
Prostar,Commercial,IN,,2023,"6 cyl, 0 L",Diesel,368775
Stralis,Commercial,IV,,2023,"6 cyl, 0 L",Diesel,272260
Stralis,Commercial,IV,,2023,"6 cyl, 0 L",Diesel,273518
Stralis,Commercial,IV,,2023,"6 cyl, 0 L",Diesel,274436
Stralis,Commercial,IV,,2023,"6 cyl, 0 L",Diesel,309853
Stralis,Commercial,IV,,2023,"6 cyl, 0 L",Diesel,315744
Stralis,Commercial,IV,,2023,"6 cyl, 0 L",Diesel,316787
Stralis,Commercial,IV,,2023,"6 cyl, 0 L",Diesel,320467
Stralis,Commercial,IV,,2023,"6 cyl, 0 L",Diesel,323132
Stralis,Commercial,IV,,2023,"6 cyl, 0 L",Diesel,329248
Stralis,Commercial,IV,,2023,"6 cyl, 0 L",Diesel,329475
Stralis,Commercial,IV,,2023,"6 cyl, 0 L",Diesel,332626
X,Sedan,JA,136664,2008,"6 cyl, 2.1 L",Premium,14990
X,Sedan,JA,141965,2004,"6 cyl, 2.1 L",Premium,10888
320CI,Coupe,BM,268205,2004,"6 cyl, 2.2 L",Premium,3999
A4,Sedan,AU,115910,2003,"6 cyl, 2.4 L",Premium,5888
323I,Coupe,BM,188517,2009,"6 cyl, 2.5 L",Premium,11990
323I,Coupe,BM,294600,2008,"6 cyl, 2.5 L",Premium,13990
323I,Sedan,BM,105282,2006,"6 cyl, 2.5 L",Premium,14990
325I,Coupe,BM,62809,2008,"6 cyl, 2.5 L",Premium,24990
325I,Coupe,BM,241871,2007,"6 cyl, 2.5 L",Premium,13990
525I,Sedan,BM,264152,2004,"6 cyl, 2.5 L",Premium,7499
Boxster,Convertible,PO,134000,1998,"6 cyl, 2.5 L",Premium,27250
C230,Sedan,ME,79585,2006,"6 cyl, 2.5 L",Unleaded,13999
Epica,Sedan,HO,202000,2009,"6 cyl, 2.5 L",Unleaded,4999
GS250,Sedan,LE,68429,2014,"6 cyl, 2.5 L",Premium,35880
IS250,Sedan,LE,67750,2013,"6 cyl, 2.5 L",Premium,28888
IS250,Sedan,LE,73875,2010,"6 cyl, 2.5 L",Premium,24990
IS250,Sedan,LE,139898,2014,"6 cyl, 2.5 L",Premium,26990
IS250,Sedan,LE,150679,2011,"6 cyl, 2.5 L",Premium,17999
IS250,Sedan,LE,232162,2005,"6 cyl, 2.5 L",Premium,9999
IS250,Sedan,LE,330147,2010,"6 cyl, 2.5 L",Premium,5999
IS250C,Convertible,LE,100500,2009,"6 cyl, 2.5 L",Premium,22999
MAXIMA,Sedan,NI,119195,2012,"6 cyl, 2.5 L",Unleaded,14760
MAXIMA,Sedan,NI,134557,2009,"6 cyl, 2.5 L",Unleaded,12499
MAXIMA,Sedan,NI,141077,2010,"6 cyl, 2.5 L",Unleaded,7999
MAXIMA,Sedan,NI,213012,2013,"6 cyl, 2.5 L",Unleaded,7999
MPV,Wagon,MA,160757,2001,"6 cyl, 2.5 L",Unleaded,7999
X3,SUV,BM,167860,2006,"6 cyl, 2.5 L",Premium,12499
X3,SUV,BM,229021,2006,"6 cyl, 2.5 L",Premium,10880
E240,Sedan,ME,207619,2005,"6 cyl, 2.6 L",Unleaded,5999
A4,Sedan,AU,186141,2009,"6 cyl, 2.7 L",Diesel,13830
Boxster,Convertible,PO,28482,2005,"6 cyl, 2.7 L",Premium,59990
Boxster,Convertible,PO,39453,2015,"6 cyl, 2.7 L",Premium,107990
Boxster,Convertible,PO,74515,2015,"6 cyl, 2.7 L",Premium,89990
Boxster,Convertible,PO,143009,2007,"6 cyl, 2.7 L",Premium,36999
CARNIVAL,Wagon,KI,167293,2008,"6 cyl, 2.7 L",Unleaded,8990
CARNIVAL,Wagon,KI,262175,2008,"6 cyl, 2.7 L",Unleaded,7995
Grand,SUV,SU,204205,2008,"6 cyl, 2.7 L",Unleaded,11790
Journey,Wagon,DO,100959,2009,"6 cyl, 2.7 L",Premium,12999
Journey,Wagon,DO,149010,2010,"6 cyl, 2.7 L",Premium,11501
Journey,Wagon,DO,167735,2010,"6 cyl, 2.7 L",Premium,8999
Journey,Wagon,DO,181199,2008,"6 cyl, 2.7 L",Premium,12995
Rover,SUV,LA,167000,2005,"6 cyl, 2.7 L",Diesel,19999
Rover,SUV,LA,186627,2008,"6 cyl, 2.7 L",Diesel,18990
Rover,SUV,LA,206133,2006,"6 cyl, 2.7 L",Diesel,16990
Rover,SUV,LA,223065,2008,"6 cyl, 2.7 L",Diesel,22990
Santa,SUV,HY,182067,2004,"6 cyl, 2.7 L",Unleaded,7995
Santa,SUV,HY,249000,2006,"6 cyl, 2.7 L",Unleaded,6900
Sebring,Sedan,CH,92354,2008,"6 cyl, 2.7 L",Unleaded,3750
SPORTAGE,SUV,KI,251243,2005,"6 cyl, 2.7 L",Unleaded,8499
SPORTAGE,SUV,KI,309017,2005,"6 cyl, 2.7 L",Unleaded,5940
TERRITORY,SUV,FO,39480,2016,"6 cyl, 2.7 L",Diesel,29990
TERRITORY,SUV,FO,56325,2015,"6 cyl, 2.7 L",Diesel,26990
TERRITORY,SUV,FO,97195,2016,"6 cyl, 2.7 L",Diesel,19990
TERRITORY,SUV,FO,105993,2011,"6 cyl, 2.7 L",Diesel,17990
TERRITORY,SUV,FO,114123,2012,"6 cyl, 2.7 L",Diesel,21990
TERRITORY,SUV,FO,115512,2014,"6 cyl, 2.7 L",Diesel,20880
TERRITORY,SUV,FO,121025,2011,"6 cyl, 2.7 L",Diesel,20950
TERRITORY,SUV,FO,122789,2015,"6 cyl, 2.7 L",Diesel,21980
TERRITORY,SUV,FO,124371,2016,"6 cyl, 2.7 L",Diesel,22990
TERRITORY,SUV,FO,132762,2012,"6 cyl, 2.7 L",Diesel,18999
TERRITORY,SUV,FO,133000,2013,"6 cyl, 2.7 L",Diesel,15990
TERRITORY,SUV,FO,142698,2016,"6 cyl, 2.7 L",Diesel,25990
TERRITORY,SUV,FO,152180,2016,"6 cyl, 2.7 L",Diesel,21990
TERRITORY,SUV,FO,152258,2013,"6 cyl, 2.7 L",Diesel,22995
TERRITORY,SUV,FO,152703,2014,"6 cyl, 2.7 L",Diesel,16990
TERRITORY,SUV,FO,155102,2012,"6 cyl, 2.7 L",Diesel,12990
TERRITORY,SUV,FO,156930,2013,"6 cyl, 2.7 L",Diesel,17995
TERRITORY,SUV,FO,157045,2013,"6 cyl, 2.7 L",Diesel,13980
TERRITORY,SUV,FO,157563,2012,"6 cyl, 2.7 L",Diesel,16999
TERRITORY,SUV,FO,159685,2012,"6 cyl, 2.7 L",Diesel,13499
TERRITORY,SUV,FO,159945,2014,"6 cyl, 2.7 L",Diesel,20990
TERRITORY,SUV,FO,160155,2013,"6 cyl, 2.7 L",Diesel,14985
TERRITORY,SUV,FO,164748,2016,"6 cyl, 2.7 L",Diesel,22498
TERRITORY,SUV,FO,167230,2016,"6 cyl, 2.7 L",Diesel,16990
TERRITORY,SUV,FO,169000,2013,"6 cyl, 2.7 L",Diesel,15748
TERRITORY,SUV,FO,169251,2011,"6 cyl, 2.7 L",Diesel,11990
TERRITORY,SUV,FO,171495,2011,"6 cyl, 2.7 L",Diesel,10990
TERRITORY,SUV,FO,171996,2012,"6 cyl, 2.7 L",Diesel,15995
TERRITORY,SUV,FO,173093,2011,"6 cyl, 2.7 L",Diesel,11990
TERRITORY,SUV,FO,173786,2015,"6 cyl, 2.7 L",Diesel,16999
TERRITORY,SUV,FO,174489,2011,"6 cyl, 2.7 L",Diesel,12995
TERRITORY,SUV,FO,175452,2011,"6 cyl, 2.7 L",Diesel,9999
TERRITORY,SUV,FO,175728,2011,"6 cyl, 2.7 L",Diesel,15990
TERRITORY,SUV,FO,182040,2013,"6 cyl, 2.7 L",Diesel,19990
TERRITORY,SUV,FO,192356,2011,"6 cyl, 2.7 L",Diesel,17990
TERRITORY,SUV,FO,192388,2013,"6 cyl, 2.7 L",Diesel,16990
TERRITORY,SUV,FO,198246,2015,"6 cyl, 2.7 L",Diesel,17990
TERRITORY,SUV,FO,198682,2012,"6 cyl, 2.7 L",Diesel,14995
TERRITORY,SUV,FO,202408,2014,"6 cyl, 2.7 L",Diesel,15950
TERRITORY,SUV,FO,203114,2014,"6 cyl, 2.7 L",Diesel,11999
TERRITORY,SUV,FO,206614,2013,"6 cyl, 2.7 L",Diesel,14880
TERRITORY,SUV,FO,208205,2012,"6 cyl, 2.7 L",Diesel,16500
TERRITORY,SUV,FO,214010,2012,"6 cyl, 2.7 L",Diesel,14999
TERRITORY,SUV,FO,214700,2011,"6 cyl, 2.7 L",Diesel,12989
TERRITORY,SUV,FO,220068,2013,"6 cyl, 2.7 L",Diesel,10999
TERRITORY,SUV,FO,222165,2014,"6 cyl, 2.7 L",Diesel,10990
